date,user,is_retweet,is_quote,text,quoted_text
2021-07-28 01:03:26,caskito22,False,False,@V0TEILISH Hello! @Twitter and @TwitterSupport:

@billiesupdatess is avoiding suspension for hate speech. Suspend their account as soon as possible. Thanks!😁🖤,
2021-07-28 01:03:36,PankajRainaKP,True,False,RT @ShefVaidya: Dear @metpoliceuk this person Allwyn D’Mello is a UK citizen who has used hate speech and sexually explicit language agains…,
2021-07-28 01:03:46,GeneTherapy68,False,False,@piersmorgan YOU ARE SPREADING HATE SPEECH AND PROMOTING MEDICAL TYRANNY &amp; APARTHEID - PLEASE UNDERSTAND THE MEANING OF ‘WITHOUT DISADVANTAGE OR PREJUDICE’ OR GO AND JOIN THE NEO-NAZI PARTY https://t.co/YmGRxcZWPJ,
2021-07-28 01:03:55,caskito22,False,False,@piratebairdxa Hello! @Twitter and @TwitterSupport:

@billiesupdatess is avoiding suspension for hate speech. Suspend their account as soon as possible. Thank u✨✨✨,
2021-07-28 01:04:16,Mamdhata,True,False,RT @ShefVaidya: Dear @metpoliceuk this person Allwyn D’Mello is a UK citizen who has used hate speech and sexually explicit language agains…,
2021-07-28 01:04:17,brickmetal,True,False,RT @MeghUpdates: Germany passes Legislation to Toughen 'Anti-Hate Speech Law' enabling Govt to Procure Data from Social Media Giants withou…,
2021-07-28 01:04:38,dateryuk,True,False,RT @byniyaiiiiiz: เรื่อง hate speech ในโลกโซเชียล มันทำให้เสียสุขภาพจิตได้จริงๆนะ อย่าคิดว่าไม่รู้จักแล้วจะทำอะไร จะพ่นคำแย่ๆใส่ยังไงก็ได้…,
2021-07-28 01:04:42,najwatasqtsales,False,False,@sixfeetnasty Hello! @Twitter and @TwitterSupport:

@billiesupdatess is avoiding suspension for hate speech. Suspend their account as soon as possible. Thank u,
2021-07-28 01:04:54,SAM2060520990,True,False,RT @asfreeasjafri: "Yati also said that jail is like a temple for him and his other fellow sadhus. The reason behind this could be that per…,
2021-07-28 01:04:55,ibestshestan,False,False,Hi! @Twitter and @TwitterSupport:

@billiesupdatess is avoiding suspension for hate speech. Suspend their account as soon as possible. Thank you 🤲🏻,
